text,y_true,y_pred
"The engagement level of the following phrase: 'The following data were obtained from one Female student 12 of English class 129 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:67.96991257505177, sd:10.362958581091144, max:94.42879804413911, min:60.0
ACC: mean:16.73396839541413, sd:9.221156354025515, max:30.952790957248048, min:4.653031501570951
EDA: mean:0.7230095690107118, sd:0.1273964569252368, max:0.9407849318135916, min:0.5014284622301544
TEMP: mean:30.018550545251543, sd:0.2768306857350705, max:30.47028624984358, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 12 of Maths class 108 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.19974863203807, sd:10.519187551250871, max:98.89111867446952, min:60.1376519056092
ACC: mean:14.147714843019935, sd:16.431874189165327, max:48.29966236669553, min:-6.323227248571822
EDA: mean:0.7980333905814782, sd:0.1162593338289489, max:1.026272341407991, min:0.6017995772995589
TEMP: mean:30.010516794709808, sd:0.2644785260481269, max:30.46777100166524, min:29.676240080679797' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 12 of Health class 157 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.91593528206401, sd:10.762726673617864, max:96.1626515357844, min:60.0
ACC: mean:16.331209350459883, sd:17.892338456035358, max:35.89946150773652, min:-21.45561581303785
EDA: mean:0.7007714149602575, sd:0.0820417782572508, max:0.8125309593885061, min:0.4942821141314828
TEMP: mean:30.28128242288916, sd:0.1988645669983434, max:30.589245507461023, min:29.938000299999967' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 12 of Language class 121 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.15415946978368, sd:9.50675179360882, max:92.80850345307144, min:60.0
ACC: mean:18.536753702451943, sd:18.422335009576443, max:50.49750323555605, min:-10.569385254212172
EDA: mean:0.7549310713051773, sd:0.1526975054945597, max:1.0540225674063588, min:0.4531471959765432
TEMP: mean:30.09878936538465, sd:0.2935237224224389, max:30.639891523980943, min:29.603042992505177' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 14 of Language class 159 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.56949111643667, sd:9.759939451419552, max:89.33212094375935, min:60.0
ACC: mean:23.25305415262252, sd:17.86071383783242, max:57.08147149912491, min:-2.3947622527943158
EDA: mean:0.755949184811729, sd:0.1525267989939579, max:0.9711723011067384, min:0.4816481414247838
TEMP: mean:29.923446745022847, sd:0.3037278900559223, max:30.64682407828063, min:29.533412099804742' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 14 of Politics class 104 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.50546694663875, sd:6.978148073761855, max:83.20107545371037, min:60.0
ACC: mean:22.85807764693281, sd:24.85318202669206, max:60.47305666380187, min:-16.966270285873314
EDA: mean:0.685374429091216, sd:0.1941161113175712, max:0.9005048839093719, min:0.24366313497336
TEMP: mean:30.088481447244693, sd:0.3076561096104835, max:30.72205316881066, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 15 of Language class 144 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.02606734272858, sd:6.064019637436283, max:85.34344033032491, min:67.40286094608247
ACC: mean:21.62311954228712, sd:16.54504756170204, max:48.19031267354022, min:-8.133025413031831
EDA: mean:0.7369154333032693, sd:0.2210025713104404, max:1.1572225409229482, min:0.3349011866096403
TEMP: mean:30.060378540342025, sd:0.1634407101277291, max:30.206040155755552, min:29.640265270576105' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 15 of Maths class 134 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.46845448685808, sd:14.46150222326282, max:112.53321889547234, min:60.0
ACC: mean:24.740831287597207, sd:11.633274706246972, max:46.86663339840474, min:3.6579378119548434
EDA: mean:0.7697869847300469, sd:0.0996399759476406, max:0.9576757443976552, min:0.6726796090374212
TEMP: mean:30.259989651962503, sd:0.3091203082513359, max:30.64399885456386, min:29.63055909546714' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 15 of Politics class 117 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.89406766015038, sd:11.277496990116507, max:92.14288757218507, min:60.0
ACC: mean:22.28775333301888, sd:21.113678178529007, max:45.171431868579376, min:-35.40155523733315
EDA: mean:0.7097597768905322, sd:0.1309465402447298, max:0.9822012331228038, min:0.4974926800435761
TEMP: mean:29.89872438215657, sd:0.3725942805889957, max:30.83678032376708, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 16 of Science class 130 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.59786841912185, sd:7.940881806946337, max:80.04824604871479, min:60.0
ACC: mean:11.1838639217687, sd:19.861161229405905, max:35.094606917001656, min:-25.74220276309241
EDA: mean:0.7111337637989565, sd:0.1015957835885882, max:0.8775054592784355, min:0.5466687208253811
TEMP: mean:30.021096047789843, sd:0.2413197750888218, max:30.423525078809103, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 16 of Science class 119 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.64204171556679, sd:8.585917416228959, max:83.03113310017551, min:60.0
ACC: mean:20.051537826566488, sd:13.76702725518181, max:42.36212810657013, min:-1.1203257121791168
EDA: mean:0.7104727176973513, sd:0.1195730080427188, max:0.9255288501105844, min:0.5211577604932134
TEMP: mean:30.204910295843128, sd:0.2723018570411251, max:30.837429063792115, min:29.826858387924982' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 17 of Language class 135 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.38994296795104, sd:6.664431956241651, max:86.59398932138706, min:61.769128935042005
ACC: mean:11.454391629229296, sd:18.854797180490912, max:36.95618614542845, min:-26.471939091829213
EDA: mean:0.7660327869365126, sd:0.0836605145819371, max:0.9134069754231912, min:0.6600525732823602
TEMP: mean:30.126556177702884, sd:0.4361975263575255, max:30.76002598076993, min:29.505542301059915' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 18 of Health class 106 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.05767581200709, sd:8.538501251444128, max:86.11470848110235, min:60.0
ACC: mean:17.796201463534185, sd:19.73708469709154, max:53.50544591484429, min:-6.198228086949932
EDA: mean:0.6806863846387547, sd:0.130490875698833, max:0.9483822694247492, min:0.4358343709927645
TEMP: mean:30.092819655008448, sd:0.4720361537288119, max:30.806719738448944, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 18 of Language class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.13483132940158, sd:8.010105392551113, max:86.4998794313668, min:60.0
ACC: mean:20.926234977239933, sd:24.547622711726746, max:56.66830563523753, min:-19.76737433888163
EDA: mean:0.7907803918550532, sd:0.2492315753378048, max:1.2, min:0.3069264771899063
TEMP: mean:30.239812164176847, sd:0.3666249237835127, max:30.74034690871244, min:29.5997565921151' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 18 of Science class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.21288393239044, sd:6.541116114289665, max:83.03290114504377, min:60.0
ACC: mean:15.49842102611855, sd:17.123144332472396, max:50.97815293639143, min:-4.8375181368231
EDA: mean:0.7610892132735965, sd:0.219906332086699, max:1.0916533389046397, min:0.4161096873062883
TEMP: mean:30.00113850888335, sd:0.3064655334807197, max:30.66066457705649, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 19 of Maths class 156 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.79155357783709, sd:9.489150135458724, max:86.53967550779001, min:60.0
ACC: mean:14.992077875923863, sd:24.687761515791543, max:53.73407764208442, min:-24.047165138425846
EDA: mean:0.7784800881834573, sd:0.078131285489146, max:0.908404555734857, min:0.6715828175150743
TEMP: mean:30.04337479427617, sd:0.2859267401289965, max:30.450654644739384, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 19 of Politics class 143 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:68.13887060092233, sd:7.961571582177947, max:80.66305502890046, min:60.0
ACC: mean:24.80781780726107, sd:13.616138482068884, max:41.42033733921431, min:-2.077560063543711
EDA: mean:0.7561258597595637, sd:0.1284250357007127, max:0.9435637986925294, min:0.530293997757365
TEMP: mean:30.167639140486823, sd:0.4618052931780438, max:31.0, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 20 of Maths class 160 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.62320352619912, sd:10.866278426437455, max:90.56773179705216, min:60.0
ACC: mean:11.313855282265768, sd:18.51161077515272, max:50.63232997185748, min:-11.034302644385445
EDA: mean:0.7492790861838425, sd:0.1516876552638449, max:0.8832235982615162, min:0.4808334622366648
TEMP: mean:30.09180662946688, sd:0.2750271803868619, max:30.67807363204006, min:29.777291486187988' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 20 of Language class 110 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.22968475787411, sd:13.7371302782194, max:104.98538899092078, min:60.0
ACC: mean:17.486428492484585, sd:17.233240518249065, max:39.93597379420058, min:-10.320245092903312
EDA: mean:0.6995244127630025, sd:0.1359925100340063, max:0.9311138623734972, min:0.4495577379202211
TEMP: mean:30.163158538463904, sd:0.2353893850769925, max:30.516626496913226, min:29.664714410033906' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 21 of Maths class 115 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.40992867470881, sd:8.646785175169093, max:84.32405294145188, min:60.0
ACC: mean:21.32207220703552, sd:22.545293476826892, max:54.16036954373031, min:-28.213846375302
EDA: mean:0.8052767860040783, sd:0.1135067014875938, max:0.9896512495057476, min:0.600428467982147
TEMP: mean:30.096499163296563, sd:0.3071685140351803, max:30.63221031561713, min:29.632147270548685' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 21 of Language class 146 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.84823667500108, sd:12.08944222776185, max:96.94988038160164, min:60.0
ACC: mean:14.787072475612645, sd:18.37128273195133, max:60.13300700746219, min:-7.971994333038484
EDA: mean:0.7757777967518725, sd:0.1691258334671186, max:1.000948455426743, min:0.5472678818603649
TEMP: mean:30.07055711718211, sd:0.3851500160618087, max:30.617364377473653, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 22 of Maths class 156 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.55664231585094, sd:9.263518930395117, max:86.79646960141135, min:60.0
ACC: mean:14.76292029846717, sd:15.117857074775907, max:40.00221461642354, min:-17.101712880337665
EDA: mean:0.6724343805051739, sd:0.1076636918394231, max:0.8805267262120156, min:0.5317066536148176
TEMP: mean:30.051941601924984, sd:0.4089858009408959, max:31.0, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 22 of Science class 115 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.5547964919052, sd:7.886459671245642, max:84.41758956631483, min:60.0
ACC: mean:22.95584663783673, sd:18.840665967110777, max:48.51928474649742, min:-18.84900393294248
EDA: mean:0.7541159521322879, sd:0.1716593185291028, max:1.0454485027426643, min:0.5190561458691059
TEMP: mean:30.07725757203629, sd:0.304449319560053, max:30.68939021052427, min:29.69399286631985' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 23 of Maths class 155 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.42943721625963, sd:11.455110591466042, max:91.8436225923583, min:60.0
ACC: mean:15.032208050453011, sd:15.988687551578987, max:42.6274024274744, min:-12.978848261333932
EDA: mean:0.7753824115815954, sd:0.1216899163364751, max:1.0673656214344476, min:0.6059984216718257
TEMP: mean:30.070112024400835, sd:0.3578642891445019, max:30.43988091843377, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 25 of Language class 156 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.00778673529344, sd:11.20099834772201, max:100.94851984708616, min:60.0
ACC: mean:21.12625109706277, sd:18.18780953628645, max:56.40562088427414, min:-7.597355893664879
EDA: mean:0.6983737168651698, sd:0.0935574174134324, max:0.9277043696821504, min:0.5791415000790434
TEMP: mean:30.145892234943243, sd:0.4124564950761322, max:30.66909228600224, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Health class 121 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.78253319967656, sd:8.373425310170871, max:82.80246784140593, min:60.0
ACC: mean:23.20501597824517, sd:9.944941969504512, max:34.727608569736894, min:9.20336453582177
EDA: mean:0.8222118987006259, sd:0.1433457745883954, max:1.1270465202313351, min:0.6257387839141848
TEMP: mean:30.074959671653907, sd:0.3435915736156286, max:30.61119482245424, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Science class 102 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.52491241210136, sd:9.216958294955669, max:84.28120146677412, min:60.0
ACC: mean:22.321537110311347, sd:15.307311875653136, max:44.44584191508581, min:-5.799113219520152
EDA: mean:0.7544340225791398, sd:0.1313173213933822, max:0.9676064886201636, min:0.5086610175831594
TEMP: mean:30.04390913232683, sd:0.2831721863478582, max:30.47140695633085, min:29.539760911844407' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 28 of Politics class 140 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.78129048297043, sd:10.95202024303387, max:93.31016273749437, min:60.0
ACC: mean:15.192034161137771, sd:13.80586723397032, max:33.50553047777262, min:-17.174704325919137
EDA: mean:0.75842693414837, sd:0.2000996980088869, max:1.1016629081645697, min:0.3871306292886366
TEMP: mean:30.163785200881, sd:0.3182075833687964, max:30.75535703128305, min:29.77020858213712' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 28 of English class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.4076923254572, sd:10.013977724353, max:90.77497489268896, min:60.0
ACC: mean:16.753679319999105, sd:15.377340694567875, max:38.7678337035942, min:-6.437384009080326
EDA: mean:0.7031937292533904, sd:0.1644705538420545, max:1.0353644820706798, min:0.5090818678697813
TEMP: mean:30.18637177080011, sd:0.3108756716013651, max:30.659849542724707, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 28 of Science class 107 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.1527392429268, sd:9.6494476135871, max:88.02414428084451, min:60.0
ACC: mean:18.11662291706842, sd:16.21380315296663, max:44.96490512165872, min:-7.209403038552821
EDA: mean:0.7589768836394664, sd:0.152430368490737, max:0.9464635748811054, min:0.4311819603083786
TEMP: mean:30.13752347339153, sd:0.3143122669132271, max:30.671285840614605, min:29.70193092978645' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 29 of Science class 143 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.26520448500587, sd:8.42503088456183, max:89.82480628284506, min:60.0
ACC: mean:20.60081804697344, sd:16.164206957015264, max:45.050887534492446, min:-9.74443779020661
EDA: mean:0.7569873681748077, sd:0.155019705739601, max:0.982511823594164, min:0.5719169385385666
TEMP: mean:30.147897312839547, sd:0.2636084915311808, max:30.79306871959136, min:29.773881651903817' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 1 of Politics class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:82.1936062257515, sd:11.944936458871652, max:98.61382370627028, min:61.59062995117253
ACC: mean:24.43831687355772, sd:9.165633800936678, max:36.71989905286498, min:5.678012776878859
EDA: mean:0.6168821929211534, sd:0.1375152979291134, max:0.7972897509858385, min:0.3389512616292263
TEMP: mean:30.118750415376383, sd:0.3690944846053051, max:30.688584663671385, min:29.58823034667197' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 2 of Language class 124 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.49571328878037, sd:10.544400448046476, max:90.08772258786468, min:60.0
ACC: mean:33.43395554315789, sd:13.315563977659943, max:53.21316606075142, min:7.969148570347325
EDA: mean:0.5646554230046703, sd:0.0930135650758099, max:0.7304077962120581, min:0.4109962372968949
TEMP: mean:30.15184097557741, sd:0.2978822908720326, max:30.739305958054857, min:29.587479539472717' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 3 of Politics class 156 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.12621047708703, sd:13.256934058422976, max:105.07446466033728, min:60.7080676745833
ACC: mean:27.3038741478551, sd:13.177351969822263, max:50.12756961195723, min:10.39390997519537
EDA: mean:0.5312229219142782, sd:0.1298522270981953, max:0.7340120441555591, min:0.2845765706404592
TEMP: mean:30.180329848464247, sd:0.299792440687689, max:30.80729288698605, min:29.720562694434875' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 3 of Science class 146 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.9467605524003, sd:7.831117989578007, max:90.68459796223743, min:61.78551503983029
ACC: mean:33.71156314412661, sd:10.039717924415095, max:51.44289406686552, min:12.7161877340496
EDA: mean:0.5378733785649153, sd:0.1108369860391517, max:0.6816583254104436, min:0.2915988496154507
TEMP: mean:30.22622838106766, sd:0.2810540790875126, max:30.56358319561592, min:29.667129430130505' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 5 of Language class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.21219167806922, sd:9.340113314282837, max:90.29617034362576, min:60.0
ACC: mean:24.200198446068555, sd:18.757492115569185, max:51.84441653885253, min:-4.426014081564276
EDA: mean:0.5149098774950998, sd:0.1204107247765662, max:0.7214629249376281, min:0.2887521944268575
TEMP: mean:30.208616519122117, sd:0.312172452833688, max:30.812622812043124, min:29.609323057275173' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 6 of Maths class 126 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:81.5386046011202, sd:9.984879451890995, max:97.09394985496336, min:66.90049793409077
ACC: mean:28.611863805230826, sd:15.642450278363969, max:58.74712399013919, min:2.213431178589996
EDA: mean:0.5465903161485836, sd:0.108441580973486, max:0.6697158492304294, min:0.3105361863457914
TEMP: mean:30.005406924417464, sd:0.2039864567877005, max:30.30919118925582, min:29.593460408011413' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 7 of Language class 141 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.82615864840457, sd:7.062872505403363, max:86.05145424061126, min:65.61258322407349
ACC: mean:32.1699801360685, sd:13.364896581564023, max:61.34398944425564, min:13.63784651642733
EDA: mean:0.598624528819623, sd:0.1412831250843258, max:0.9022789482793334, min:0.4212006361332526
TEMP: mean:30.32598093751214, sd:0.3209873684550683, max:30.820467812451746, min:29.78065835647271' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",neutral,neutral
